SKUs;qty;EcoTaxe;AMZ_BE;AMZ_BE_PrixPromo;AMZ_BE_DateDebut;AMZ_BE_DateFin;AMZ_DE;AMZ_DE_PrixPromo;AMZ_DE_DateDebut;AMZ_DE_DateFin;AMZ_ES;AMZ_ES_PrixPromo;AMZ_ES_DateDebut;AMZ_ES_DateFin;AMZ_FR;AMZ_FR_PrixPromo;AMZ_FR_DateDebut;AMZ_FR_DateFin;AMZ_IT;AMZ_IT_PrixPromo;AMZ_IT_DateDebut;AMZ_IT_DateFin;AMZ_Prime;AMZ_Prime_PrixPromo;AMZ_Prime_DateDebut;AMZ_Prime_DateFin;Cdiscount;Cdiscount_PrixPromo;Cdiscount_DateDebut;Cdiscount_DateFin;Cdiscount_FF;Cdiscount_FF_PrixPromo;Cdiscount_FF_DateDebut;Cdiscount_FF_DateFin;LeroyMerlin;LeroyMerlin_PrixPromo;LeroyMerlin_DateDebut;LeroyMerlin_DateFin;LeroyMerlin_FF;LeroyMerlin_FF_PrixPromo;LeroyMerlin_FF_DateDebut;LeroyMerlin_FF_DateFin;Mano_DE;Mano_DE_PrixPromo;Mano_DE_DateDebut;Mano_DE_DateFin;Mano_DE_FF;Mano_DE_FF_PrixPromo;Mano_DE_FF_DateDebut;Mano_DE_FF_DateFin;Mano_ES;Mano_ES_PrixPromo;Mano_ES_DateDebut;Mano_ES_DateFin;Mano_ES_FF;Mano_ES_FF_PrixPromo;Mano_ES_FF_DateDebut;Mano_ES_FF_DateFin;Mano_FR;Mano_FR_PrixPromo;Mano_FR_DateDebut;Mano_FR_DateFin;Mano_FR_FF;Mano_FR_FF_PrixPromo;Mano_FR_FF_DateDebut;Mano_FR_FF_DateFin;Mano_IT;Mano_IT_PrixPromo;Mano_IT_DateDebut;Mano_IT_DateFin;Mano_IT_FF;Mano_IT_FF_PrixPromo;Mano_IT_FF_DateDebut;Mano_IT_FF_DateFin;Mano_Pro;Mano_Pro_PrixPromo;Mano_Pro_DateDebut;Mano_Pro_DateFin;Mano_Pro_FF;Mano_Pro_FF_PrixPromo;Mano_Pro_FF_DateDebut;Mano_Pro_FF_DateFin;Autres;Autres_PrixPromo;Autres_DateDebut;Autres_DateFin;PxReference;Mano_Qte_1;Mano_Rmz_Qte_1;Mano_Qte_2;Mano_Rmz_Qte_2;Mano_Qte_3;Mano_Rmz_Qte_3;Cdiscount_CategoryCode;Cdiscount_Frais_BigParcelEco
11558;53;0.17;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;67.81;0;;;59.99;0;;;59.99;44.99;2025-06-25;2025-07-22;59.99;47.99;2025-07-18;2025-07-21;59.99;0;;;59.99;0;;;59.99;47.99;2025-07-01;2025-07-28;59.99;0;;;59.99;47.99;2025-07-01;2025-07-28;59.99;0;;;59.99;47.99;2025-06-25;2025-07-22;59.99;0;;;59.99;47.99;2025-07-01;2025-07-28;58.19;0;;;58.19;46.55;2025-06-25;2025-07-22;59.99;0;;;67.19;0;0;0;0;0;0;0D010V01;
11560;0;0;7.99;0;;;7.99;0;;;7.99;0;;;7.99;0;;;7.99;0;;;15.66;0;;;7.99;0;;;0;0;;;7.99;6.39;2025-07-18;2025-07-21;7.99;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.75;0;;;0;0;;;7.99;0;;;8.95;0;0;0;0;0;0;;
11561;0;0.06;1.99;0;;;1.99;0;;;1.99;0;;;1.99;0;;;1.99;0;;;9.81;0;;;1.99;0;;;5.99;5.39;2025-06-25;2025-07-22;1.99;1.59;2025-07-18;2025-07-21;1.99;0;;;1.99;0;;;5.99;5.39;2025-07-01;2025-07-28;1.99;0;;;5.99;5.39;2025-07-01;2025-07-28;1.99;0;;;5.99;5.39;2025-06-25;2025-07-22;1.99;0;;;5.99;5.39;2025-07-01;2025-07-28;1.93;0;;;5.81;5.23;2025-06-25;2025-07-22;1.99;1;2025-06-25;2025-07-22;2.23;0;0;0;0;0;0;;
11563;0;0;19.99;16.99;2025-07-01;2025-07-28;19.99;16.99;2025-07-01;2025-07-28;19.99;16.99;2025-07-01;2025-07-28;19.99;16.99;2025-06-25;2025-07-22;19.99;16.99;2025-07-01;2025-07-28;27.66;24.81;2025-06-25;2025-07-22;22.99;18.39;2025-06-25;2025-07-22;0;0;;;19.99;0;;;19.99;0;;;19.99;16.99;2025-07-01;2025-07-28;0;0;;;19.99;16.99;2025-07-01;2025-07-28;0;0;;;19.99;16.99;2025-06-25;2025-07-22;0;0;;;19.99;16.99;2025-07-01;2025-07-28;0;0;;;19.39;16.48;2025-06-25;2025-07-22;0;0;;;19.99;16.99;2025-06-25;2025-07-22;22.39;0;0;0;0;0;0;0D020801;
11566;524;0.62;12.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;20.66;0;;;12.99;0;;;16.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;16.99;13.59;2025-07-01;2025-07-28;12.99;0;;;16.99;13.59;2025-07-01;2025-07-28;12.99;0;;;16.99;13.59;2025-06-25;2025-07-22;12.99;0;;;16.99;13.59;2025-07-01;2025-07-28;12.6;0;;;16.48;13.18;2025-06-25;2025-07-22;12.99;0;;;14.54;2;2;4;4;6;6;0H070Y01;
11570;29;0;6.99;0;;;6.99;0;;;6.99;0;;;6.99;0;;;6.99;0;;;14.66;0;;;6.99;0;;;0;0;;;6.99;0;;;6.99;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.99;0;;;0;0;;;6.78;0;;;0;0;;;6.99;0;;;7.82;0;0;0;0;0;0;0S0B0501;
11571;84;0;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;17.66;0;;;9.99;0;;;0;0;;;9.99;0;;;9.99;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.69;0;;;0;0;;;9.99;0;;;11.18;0;0;0;0;0;0;0S0B0501;
11572;38;0;5.29;0;;;5.29;0;;;5.29;0;;;5.29;0;;;5.29;0;;;13.11;0;;;5.29;0;;;0;0;;;5.29;0;;;5.29;0;;;5.29;0;;;0;0;;;5.29;0;;;0;0;;;5.29;0;;;0;0;;;5.29;0;;;0;0;;;5.13;0;;;0;0;;;5.29;0;;;5.93;0;0;0;0;0;0;1F0C0E01;
11573;30;0;6.49;0;;;6.49;0;;;6.49;0;;;6.49;0;;;6.49;0;;;14.16;0;;;6.49;0;;;0;0;;;6.49;0;;;6.49;0;;;6.49;0;;;0;0;;;6.49;0;;;0;0;;;6.49;0;;;0;0;;;6.49;0;;;0;0;;;6.3;0;;;0;0;;;6.49;0;;;7.27;0;0;0;0;0;0;1F0C0E01;
11574;17;0;8.99;0;;;8.99;0;;;8.99;0;;;8.99;0;;;8.99;0;;;16.66;0;;;8.99;0;;;0;0;;;8.99;0;;;8.99;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.72;0;;;0;0;;;8.99;0;;;10.48;0;0;0;0;0;0;1F0C0E01;
11575;28;0;9.49;0;;;9.49;0;;;9.49;0;;;9.49;0;;;9.49;0;;;17.31;0;;;9.49;0;;;0;0;;;9.49;0;;;9.49;0;;;9.49;0;;;0;0;;;9.49;0;;;0;0;;;9.49;0;;;0;0;;;9.49;0;;;0;0;;;9.21;0;;;0;0;;;9.49;0;;;10.76;0;0;0;0;0;0;1F0C0E01;
11576;23;0;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;17.81;0;;;9.99;0;;;0;0;;;9.99;0;;;9.99;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.69;0;;;0;0;;;9.99;0;;;11.18;0;0;0;0;0;0;1F0C0E01;
11577;18;0;9.29;0;;;9.29;0;;;9.29;0;;;9.29;0;;;9.29;0;;;17.11;0;;;9.29;0;;;0;0;;;9.29;0;;;9.29;0;;;9.29;0;;;0;0;;;9.29;0;;;0;0;;;9.29;0;;;0;0;;;9.29;0;;;0;0;;;9.01;0;;;0;0;;;9.29;0;;;10.48;0;0;0;0;0;0;1F0C0E01;
11578;22;0;9.49;0;;;9.49;0;;;9.49;0;;;9.49;0;;;9.49;0;;;17.16;0;;;9.49;0;;;0;0;;;9.49;0;;;9.49;0;;;9.49;0;;;0;0;;;9.49;0;;;0;0;;;9.49;0;;;0;0;;;9.49;0;;;0;0;;;9.21;0;;;0;0;;;9.49;0;;;11.11;0;0;0;0;0;0;1F0C0E01;
11579;16;0;11.5;0;;;11.5;0;;;11.5;0;;;11.5;0;;;11.5;0;;;19.17;0;;;11.5;0;;;0;0;;;11.5;0;;;11.5;0;;;11.5;0;;;0;0;;;11.5;0;;;0;0;;;11.5;0;;;0;0;;;11.5;0;;;0;0;;;11.16;0;;;0;0;;;11.5;0;;;13.33;0;0;0;0;0;0;1F0C0E01;
11580;28;0;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;24.66;0;;;16.99;0;;;0;0;;;16.99;0;;;16.99;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.48;0;;;0;0;;;16.99;0;;;19.03;0;0;0;0;0;0;1F0C0E01;
11581;18;0;12.9;0;;;12.9;0;;;12.9;0;;;12.9;0;;;12.9;0;;;20.57;0;;;12.9;0;;;0;0;;;12.9;0;;;12.9;0;;;12.9;0;;;0;0;;;12.9;0;;;0;0;;;12.9;0;;;0;0;;;12.9;0;;;0;0;;;12.51;0;;;0;0;;;12.9;0;;;15.89;0;0;0;0;0;0;1F0C0E01;
11585;180;0;25.99;0;;;25.99;0;;;25.99;0;;;25.99;0;;;25.99;0;;;33.66;0;;;25.99;22.09;2025-06-25;2025-07-22;0;0;;;25.99;0;;;25.99;0;;;25.99;0;;;29.99;0;;;25.99;0;;;29.99;0;;;25.99;0;;;29.99;0;;;25.99;0;;;29.99;0;;;25.21;0;;;29.09;0;;;25.99;0;;;0;0;0;0;0;0;0;0D020401;
11586;1;0.13;27.99;0;;;27.99;0;;;27.99;0;;;27.99;0;;;27.99;0;;;35.66;0;;;27.99;0;;;0;0;;;27.99;0;;;27.99;0;;;27.99;0;;;0;0;;;27.99;0;;;0;0;;;27.99;0;;;0;0;;;27.99;0;;;0;0;;;27.15;0;;;0;0;;;27.99;0;;;31.35;0;0;0;0;0;0;0I020101;
11587;287;0.17;159.99;0;;;159.99;0;;;159.99;0;;;159.99;0;;;159.99;0;;;0;0;;;159.99;127.99;2025-06-25;2025-07-22;0;0;;;159.99;127.99;2025-07-18;2025-07-21;159.99;0;;;159.99;0;;;0;0;;;159.99;0;;;0;0;;;159.99;0;;;0;0;;;159.99;0;;;0;0;;;155.19;0;;;0;0;;;159.99;0;;;179.18;0;0;0;0;0;0;0D010901;
11588;446;0.17;49.99;0;;;49.99;0;;;49.99;0;;;49.99;0;;;49.99;0;;;57.66;0;;;49.99;42.49;2025-06-25;2025-07-22;0;0;;;49.99;42.49;2025-07-18;2025-07-21;49.99;0;;;49.99;0;;;54.99;0;;;49.99;0;;;54.99;0;;;49.99;0;;;54.99;0;;;49.99;0;;;54.99;0;;;48.49;0;;;53.34;0;;;49.99;0;;;55.99;0;0;0;0;0;0;0D010901;
11589;274;0.06;19.99;0;;;19.99;0;;;19.99;0;;;19.99;0;;;19.99;0;;;27.81;0;;;19.99;0;;;22.99;17.24;2025-06-25;2025-07-22;19.99;0;;;19.99;0;;;19.99;0;;;21.99;16.49;2025-07-01;2025-07-28;19.99;0;;;21.99;16.49;2025-07-01;2025-07-28;19.99;0;;;21.99;16.49;2025-06-25;2025-07-22;19.99;0;;;21.99;16.49;2025-07-01;2025-07-28;19.39;0;;;21.33;16;2025-06-25;2025-07-22;19.99;0;;;22.39;2;2;4;4;6;6;0D011401;
11590;373;0.06;21.99;0;;;21.99;0;;;21.99;0;;;21.99;0;;;21.99;0;;;29.81;0;;;21.99;0;;;25.99;19.49;2025-06-25;2025-07-22;21.99;0;;;21.99;0;;;21.99;0;;;27.99;20.99;2025-07-01;2025-07-28;21.99;0;;;27.99;20.99;2025-07-01;2025-07-28;21.99;0;;;27.99;20.99;2025-06-25;2025-07-22;21.99;0;;;27.99;20.99;2025-07-01;2025-07-28;21.33;0;;;27.15;20.36;2025-06-25;2025-07-22;21.99;0;;;24.62;2;2;4;4;6;6;0D011401;
11591;157;0.06;24.99;0;;;24.99;0;;;24.99;0;;;24.99;0;;;24.99;0;;;32.81;0;;;24.99;0;;;29.99;22.49;2025-06-25;2025-07-22;24.99;0;;;24.99;0;;;24.99;0;;;29.99;22.49;2025-07-01;2025-07-28;24.99;0;;;29.99;22.49;2025-07-01;2025-07-28;24.99;0;;;29.99;22.49;2025-06-25;2025-07-22;24.99;0;;;29.99;22.49;2025-07-01;2025-07-28;24.24;0;;;29.09;21.82;2025-06-25;2025-07-22;24.99;0;;;27.98;2;2;4;4;6;6;0D011401;
11592;197;0.06;26.99;0;;;26.99;0;;;26.99;0;;;26.99;0;;;26.99;0;;;34.81;0;;;26.99;0;;;32.99;24.74;2025-06-25;2025-07-22;26.99;0;;;26.99;0;;;26.99;0;;;32.99;26.39;2025-07-01;2025-07-28;26.99;0;;;32.99;26.39;2025-07-01;2025-07-28;26.99;0;;;32.99;26.39;2025-06-25;2025-07-22;26.99;0;;;32.99;26.39;2025-07-01;2025-07-28;26.18;0;;;32;25.6;2025-06-25;2025-07-22;26.99;0;;;30.23;0;0;0;0;0;0;0D011401;
11593;136;0.06;29.99;0;;;29.99;0;;;29.99;0;;;29.99;0;;;29.99;0;;;37.81;0;;;29.99;0;;;37.99;28.49;2025-06-25;2025-07-22;29.99;0;;;29.99;0;;;29.99;0;;;37.99;30.39;2025-07-01;2025-07-28;29.99;0;;;37.99;30.39;2025-07-01;2025-07-28;29.99;0;;;37.99;30.39;2025-06-25;2025-07-22;29.99;0;;;37.99;30.39;2025-07-01;2025-07-28;29.09;0;;;36.85;29.48;2025-06-25;2025-07-22;29.99;0;;;33.59;0;0;0;0;0;0;0D011401;
11594;8;0.06;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;41.19;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;35.99;28.79;2025-07-01;2025-07-28;32.99;0;;;35.99;28.79;2025-07-01;2025-07-28;32.99;0;;;35.99;28.79;2025-06-25;2025-07-22;32.99;0;;;35.99;28.79;2025-07-01;2025-07-28;32;0;;;34.91;27.93;2025-06-25;2025-07-22;32.99;0;;;36.95;0;0;0;0;0;0;0D011401;
11595;0;0.06;37.99;0;;;37.99;0;;;37.99;0;;;37.99;0;;;37.99;0;;;46.75;0;;;37.99;0;;;0;0;;;37.99;0;;;37.99;0;;;37.99;0;;;41.99;33.59;2025-07-01;2025-07-28;37.99;0;;;41.99;33.59;2025-07-01;2025-07-28;37.99;0;;;41.99;33.59;2025-06-25;2025-07-22;37.99;0;;;41.99;33.59;2025-07-01;2025-07-28;36.85;0;;;40.73;32.58;2025-06-25;2025-07-22;37.99;0;;;42.55;0;0;0;0;0;0;0D011401;
11596;17;0.06;45.99;0;;;45.99;0;;;45.99;0;;;45.99;0;;;45.99;0;;;54.75;0;;;45.99;0;;;0;0;;;45.99;0;;;45.99;0;;;45.99;0;;;47.99;38.39;2025-07-01;2025-07-28;45.99;0;;;47.99;38.39;2025-07-01;2025-07-28;45.99;0;;;47.99;38.39;2025-06-25;2025-07-22;45.99;0;;;47.99;38.39;2025-07-01;2025-07-28;44.61;0;;;46.55;37.24;2025-06-25;2025-07-22;45.99;0;;;51.5;0;0;0;0;0;0;0D011401;
11597;7;0.06;49.99;0;;;49.99;0;;;49.99;0;;;49.99;0;;;49.99;0;;;59.29;0;;;49.99;0;;;0;0;;;49.99;0;;;49.99;0;;;49.99;0;;;55.99;47.59;2025-07-01;2025-07-28;49.99;0;;;55.99;47.59;2025-07-01;2025-07-28;49.99;0;;;55.99;47.59;2025-06-25;2025-07-22;49.99;0;;;55.99;47.59;2025-07-01;2025-07-28;48.49;0;;;54.31;46.16;2025-06-25;2025-07-22;49.99;0;;;55.99;0;0;0;0;0;0;0D011401;
11598;105;0.06;55.99;0;;;55.99;0;;;55.99;0;;;55.99;0;;;55.99;0;;;66.04;0;;;55.99;0;;;0;0;;;55.99;0;;;55.99;0;;;55.99;0;;;59.99;47.99;2025-07-01;2025-07-28;55.99;0;;;59.99;47.99;2025-07-01;2025-07-28;55.99;0;;;59.99;47.99;2025-06-25;2025-07-22;55.99;0;;;59.99;47.99;2025-07-01;2025-07-28;54.31;0;;;58.19;46.55;2025-06-25;2025-07-22;55.99;0;;;62.71;0;0;0;0;0;0;0D011401;
11599;33;0.17;30.99;0;;;30.99;0;;;30.99;0;;;30.99;0;;;30.99;0;;;38.81;0;;;30.99;26.34;2025-06-25;2025-07-22;0;0;;;30.99;24.79;2025-07-18;2025-07-21;30.99;0;;;30.99;0;;;35;28;2025-07-01;2025-07-28;30.99;0;;;35;28;2025-07-01;2025-07-28;30.99;0;;;35;28;2025-06-25;2025-07-22;30.99;0;;;35;28;2025-07-01;2025-07-28;30.06;0;;;33.95;27.16;2025-06-25;2025-07-22;30.99;0;;;34.7;0;0;0;0;0;0;0D010V01;
11600;33;0.17;30.99;0;;;30.99;0;;;30.99;0;;;30.99;0;;;30.99;0;;;38.81;0;;;30.99;26.34;2025-06-25;2025-07-22;0;0;;;30.99;24.79;2025-07-18;2025-07-21;30.99;0;;;30.99;26.34;2025-07-01;2025-07-28;0;0;;;30.99;26.34;2025-07-01;2025-07-28;0;0;;;30.99;26.34;2025-06-25;2025-07-22;0;0;;;30.99;26.34;2025-07-01;2025-07-28;0;0;;;30.06;25.55;2025-06-25;2025-07-22;0;0;;;30.99;0;;;34.7;0;0;0;0;0;0;0D010V01;
11601;135;0.43;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;68.36;0;;;59.99;50.99;2025-06-25;2025-07-22;0;0;;;59.99;50.99;2025-07-18;2025-07-21;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;58.19;0;;;58.19;0;;;59.99;0;;;67.19;0;0;0;0;0;0;0D010V01;
11602;167;0.28;42.99;0;;;42.99;0;;;42.99;0;;;42.99;0;;;42.99;0;;;50.66;0;;;42.99;36.54;2025-06-25;2025-07-22;0;0;;;42.99;36.54;2025-07-18;2025-07-21;42.99;0;;;42.99;0;;;47.99;0;;;42.99;0;;;47.99;0;;;42.99;0;;;47.99;0;;;42.99;0;;;47.99;0;;;41.7;0;;;46.55;0;;;42.99;0;;;48.14;0;0;0;0;0;0;0D010V01;
11603;5;0.58;52.9;0;;;52.9;0;;;52.9;0;;;52.9;0;;;52.9;0;;;60.57;0;;;52.9;0;;;0;0;;;52.9;0;;;52.9;0;;;52.9;0;;;0;0;;;52.9;0;;;0;0;;;52.9;0;;;0;0;;;52.9;0;;;0;0;;;51.31;0;;;0;0;;;52.9;0;;;59.24;0;0;0;0;0;0;0S060C01;
11604;7;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.66;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;0S060C01;
11605;0;0;1.99;0;;;1.99;0;;;1.99;0;;;1.99;0;;;1.99;0;;;9.66;0;;;1.99;0;;;0;0;;;1.99;0;;;1.99;0;;;1.99;0;;;0;0;;;1.99;0;;;0;0;;;1.99;0;;;0;0;;;1.99;0;;;0;0;;;1.93;0;;;0;0;;;1.99;0;;;2.23;0;0;0;0;0;0;0S020901;
11613;6;0;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;50.57;0;;;42.9;0;;;0;0;;;42.9;0;;;42.9;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;41.61;0;;;0;0;;;42.9;0;;;48.05;0;0;0;0;0;0;1C010901;
11614;7;0;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;50.57;0;;;42.9;0;;;0;0;;;42.9;0;;;42.9;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;41.61;0;;;0;0;;;42.9;0;;;48.05;0;0;0;0;0;0;1C010901;
11615;10;0;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;50.57;0;;;42.9;0;;;0;0;;;42.9;0;;;42.9;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;41.61;0;;;0;0;;;42.9;0;;;48.05;0;0;0;0;0;0;1C010901;
11616;6;0;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;50.57;0;;;42.9;0;;;0;0;;;42.9;0;;;42.9;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;41.61;0;;;0;0;;;42.9;0;;;48.05;0;0;0;0;0;0;1C010901;
11617;6;0;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;42.9;0;;;50.57;0;;;42.9;0;;;0;0;;;42.9;0;;;42.9;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;42.9;0;;;0;0;;;41.61;0;;;0;0;;;42.9;0;;;48.05;0;0;0;0;0;0;1C010901;
11618;4;0;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-06-25;2025-07-22;57.99;46.39;2025-07-01;2025-07-28;65.66;54.22;2025-06-25;2025-07-22;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;57.99;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;56.25;45;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;64.95;0;0;0;0;0;0;1C010901;
11619;4;0;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-06-25;2025-07-22;57.99;46.39;2025-07-01;2025-07-28;65.66;54.22;2025-06-25;2025-07-22;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;57.99;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;56.25;45;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;64.95;0;0;0;0;0;0;1C010901;
11620;4;0;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-06-25;2025-07-22;57.99;46.39;2025-07-01;2025-07-28;65.66;54.22;2025-06-25;2025-07-22;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;57.99;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;56.25;45;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;64.95;0;0;0;0;0;0;1C010901;
11621;5;0;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-06-25;2025-07-22;57.99;46.39;2025-07-01;2025-07-28;65.66;54.22;2025-06-25;2025-07-22;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;57.99;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;56.25;45;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;64.95;0;0;0;0;0;0;1C010901;
11622;0;0;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-07-01;2025-07-28;57.99;46.39;2025-06-25;2025-07-22;57.99;46.39;2025-07-01;2025-07-28;65.66;54.22;2025-06-25;2025-07-22;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;57.99;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;57.99;46.39;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-07-01;2025-07-28;0;0;;;56.25;45;2025-06-25;2025-07-22;0;0;;;57.99;46.39;2025-06-25;2025-07-22;64.95;0;0;0;0;0;0;1C010901;
11624;1;0;46.99;39.94;2025-07-01;2025-07-28;46.99;39.94;2025-07-01;2025-07-28;46.99;39.94;2025-07-01;2025-07-28;46.99;39.94;2025-06-25;2025-07-22;46.99;39.94;2025-07-01;2025-07-28;54.66;47.76;2025-06-25;2025-07-22;46.99;39.94;2025-06-25;2025-07-22;0;0;;;46.99;39.94;2025-06-25;2025-07-22;46.99;0;;;46.99;39.94;2025-07-01;2025-07-28;0;0;;;46.99;39.94;2025-07-01;2025-07-28;0;0;;;46.99;39.94;2025-06-25;2025-07-22;0;0;;;46.99;39.94;2025-07-01;2025-07-28;0;0;;;45.58;38.74;2025-06-25;2025-07-22;0;0;;;46.99;39.94;2025-06-25;2025-07-22;53.68;0;0;0;0;0;0;10090201;
11625;0;0;46.99;39.94;2025-07-01;2025-07-28;46.99;39.94;2025-07-01;2025-07-28;46.99;39.94;2025-07-01;2025-07-28;46.99;39.94;2025-06-25;2025-07-22;46.99;39.94;2025-07-01;2025-07-28;54.66;47.76;2025-06-25;2025-07-22;46.99;39.94;2025-06-25;2025-07-22;0;0;;;46.99;39.94;2025-06-25;2025-07-22;46.99;0;;;46.99;39.94;2025-07-01;2025-07-28;0;0;;;46.99;39.94;2025-07-01;2025-07-28;0;0;;;46.99;39.94;2025-06-25;2025-07-22;0;0;;;46.99;39.94;2025-07-01;2025-07-28;0;0;;;45.58;38.74;2025-06-25;2025-07-22;0;0;;;46.99;39.94;2025-06-25;2025-07-22;53.68;0;0;0;0;0;0;10090201;
