SKUs;qty;EcoTaxe;AMZ_BE;AMZ_BE_PrixPromo;AMZ_BE_DateDebut;AMZ_BE_DateFin;AMZ_DE;AMZ_DE_PrixPromo;AMZ_DE_DateDebut;AMZ_DE_DateFin;AMZ_ES;AMZ_ES_PrixPromo;AMZ_ES_DateDebut;AMZ_ES_DateFin;AMZ_FR;AMZ_FR_PrixPromo;AMZ_FR_DateDebut;AMZ_FR_DateFin;AMZ_IT;AMZ_IT_PrixPromo;AMZ_IT_DateDebut;AMZ_IT_DateFin;AMZ_Prime;AMZ_Prime_PrixPromo;AMZ_Prime_DateDebut;AMZ_Prime_DateFin;Cdiscount;Cdiscount_PrixPromo;Cdiscount_DateDebut;Cdiscount_DateFin;Cdiscount_FF;Cdiscount_FF_PrixPromo;Cdiscount_FF_DateDebut;Cdiscount_FF_DateFin;LeroyMerlin;LeroyMerlin_PrixPromo;LeroyMerlin_DateDebut;LeroyMerlin_DateFin;LeroyMerlin_FF;LeroyMerlin_FF_PrixPromo;LeroyMerlin_FF_DateDebut;LeroyMerlin_FF_DateFin;Mano_DE;Mano_DE_PrixPromo;Mano_DE_DateDebut;Mano_DE_DateFin;Mano_DE_FF;Mano_DE_FF_PrixPromo;Mano_DE_FF_DateDebut;Mano_DE_FF_DateFin;Mano_ES;Mano_ES_PrixPromo;Mano_ES_DateDebut;Mano_ES_DateFin;Mano_ES_FF;Mano_ES_FF_PrixPromo;Mano_ES_FF_DateDebut;Mano_ES_FF_DateFin;Mano_FR;Mano_FR_PrixPromo;Mano_FR_DateDebut;Mano_FR_DateFin;Mano_FR_FF;Mano_FR_FF_PrixPromo;Mano_FR_FF_DateDebut;Mano_FR_FF_DateFin;Mano_IT;Mano_IT_PrixPromo;Mano_IT_DateDebut;Mano_IT_DateFin;Mano_IT_FF;Mano_IT_FF_PrixPromo;Mano_IT_FF_DateDebut;Mano_IT_FF_DateFin;Mano_Pro;Mano_Pro_PrixPromo;Mano_Pro_DateDebut;Mano_Pro_DateFin;Mano_Pro_FF;Mano_Pro_FF_PrixPromo;Mano_Pro_FF_DateDebut;Mano_Pro_FF_DateFin;Autres;Autres_PrixPromo;Autres_DateDebut;Autres_DateFin;PxReference;Mano_Qte_1;Mano_Rmz_Qte_1;Mano_Qte_2;Mano_Rmz_Qte_2;Mano_Qte_3;Mano_Rmz_Qte_3;Cdiscount_CategoryCode;Cdiscount_Frais_BigParcelEco
486;31;0;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;10.66;0;;;2.99;0;;;0;0;;;2.99;0;;;2.99;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.9;0;;;0;0;;;2.99;0;;;3.5;0;0;0;0;0;0;14010C01;
513;46;0.28;14.99;0;;;14.99;0;;;14.99;0;;;14.99;0;;;14.99;0;;;22.81;0;;;14.99;0;;;0;0;;;14.99;0;;;14.99;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.54;0;;;0;0;;;14.99;0;;;16.79;0;0;0;0;0;0;0D081K01;
529;8;0;3.59;2.15;2025-07-01;2025-07-28;3.59;2.15;2025-07-01;2025-07-28;3.59;2.15;2025-07-01;2025-07-28;3.59;2.15;2025-06-25;2025-07-22;3.59;2.15;2025-07-01;2025-07-28;11.26;9.98;2025-06-25;2025-07-22;3.59;2.15;2025-06-25;2025-07-22;0;0;;;3.59;2.15;2025-06-25;2025-07-22;3.59;0;;;3.59;2.15;2025-07-01;2025-07-28;0;0;;;3.59;2.15;2025-07-01;2025-07-28;0;0;;;3.59;2.15;2025-06-25;2025-07-22;0;0;;;3.59;2.15;2025-07-01;2025-07-28;0;0;;;3.48;2.09;2025-06-25;2025-07-22;0;0;;;3.59;2.15;2025-06-25;2025-07-22;0;0;0;0;0;0;0;;
545;18;0;5.99;0;;;5.99;0;;;5.99;0;;;5.99;0;;;5.99;0;;;13.81;0;;;5.99;0;;;0;0;;;5.99;0;;;5.99;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.81;0;;;0;0;;;5.99;0;;;6.71;0;0;0;0;0;0;0W060301;
560;0;0;3.59;0;;;3.59;0;;;3.59;0;;;3.59;0;;;3.59;0;;;11.26;0;;;3.59;0;;;0;0;;;3.59;0;;;3.59;0;;;3.59;0;;;0;0;;;3.59;0;;;0;0;;;3.59;0;;;0;0;;;3.59;0;;;0;0;;;3.48;0;;;0;0;;;3.59;0;;;0;0;0;0;0;0;0;;
569;50;0;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-06-25;2025-07-22;0.99;0.5;2025-07-01;2025-07-28;8.66;8.32;2025-06-25;2025-07-22;0.99;0.5;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0.99;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.96;0.48;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0;0;0;0;0;0;0;0S092I01;
571;13;0.78;19.99;0;;;19.99;0;;;19.99;0;;;19.99;0;;;19.99;0;;;28.19;0;;;19.99;0;;;0;0;;;19.99;0;;;19.99;0;;;19.99;0;;;0;0;;;19.99;0;;;0;0;;;19.99;0;;;0;0;;;19.99;0;;;0;0;;;19.39;0;;;0;0;;;19.99;0;;;22.39;0;0;0;0;0;0;0D020801;
583;0;0.51;18.99;0;;;18.99;0;;;18.99;0;;;18.99;0;;;18.99;0;;;26.81;0;;;18.99;0;;;0;0;;;18.99;0;;;18.99;0;;;18.99;0;;;0;0;;;18.99;0;;;0;0;;;18.99;0;;;0;0;;;18.99;0;;;0;0;;;18.42;0;;;0;0;;;18.99;0;;;22.5;0;0;0;0;0;0;0H0I2801;
588;0;0;12.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.99;0;;;12.99;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.6;0;;;0;0;;;12.99;0;;;0;0;0;0;0;0;0;;
602;179;0;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-06-25;2025-07-22;0.99;0.5;2025-07-01;2025-07-28;8.66;8.32;2025-06-25;2025-07-22;0.99;0.5;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0.99;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.96;0.48;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0;0;0;0;0;0;0;0S092I01;
613;14;0;62.99;0;;;62.99;0;;;62.99;0;;;62.99;0;;;62.99;0;;;71.35;0;;;62.99;0;;;0;0;;;62.99;0;;;62.99;0;;;62.99;0;;;0;0;;;62.99;0;;;0;0;;;62.99;0;;;0;0;;;62.99;0;;;0;0;;;61.1;0;;;0;0;;;62.99;0;;;67.75;0;0;0;0;0;0;0U040401;
634;0;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.66;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;120A0301;
640;14;0;27.99;0;;;27.99;0;;;27.99;0;;;27.99;0;;;27.99;0;;;35.66;0;;;27.99;0;;;0;0;;;27.99;0;;;27.99;0;;;27.99;0;;;0;0;;;27.99;0;;;0;0;;;27.99;0;;;0;0;;;27.99;0;;;0;0;;;27.15;0;;;0;0;;;27.99;0;;;31.34;0;0;0;0;0;0;0C070A01;
642;0;0;6.75;0;;;6.75;0;;;6.75;0;;;6.75;0;;;6.75;0;;;14.42;0;;;6.75;0;;;0;0;;;6.75;0;;;6.75;0;;;6.75;0;;;0;0;;;6.75;0;;;0;0;;;6.75;0;;;0;0;;;6.75;0;;;0;0;;;6.55;0;;;0;0;;;6.75;0;;;0;0;0;0;0;0;0;;
649;21;0;6.95;0;;;6.95;0;;;6.95;0;;;6.95;0;;;6.95;0;;;14.62;0;;;6.95;0;;;0;0;;;6.95;0;;;6.95;0;;;6.95;0;;;0;0;;;6.95;0;;;0;0;;;6.95;0;;;0;0;;;6.95;0;;;0;0;;;6.74;0;;;0;0;;;6.95;0;;;7.79;0;0;0;0;0;0;0H090801;
666;39;0;8.99;0;;;8.99;0;;;8.99;0;;;8.99;0;;;8.99;0;;;16.81;0;;;8.99;0;;;0;0;;;8.99;0;;;8.99;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.99;0;;;0;0;;;8.72;0;;;0;0;;;8.99;0;;;9.5;0;0;0;0;0;0;0H0I2801;
674;106;0;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-07-01;2025-07-28;0.99;0.5;2025-06-25;2025-07-22;0.99;0.5;2025-07-01;2025-07-28;8.66;8.32;2025-06-25;2025-07-22;0.99;0.5;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0.99;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-07-01;2025-07-28;0;0;;;0.96;0.48;2025-06-25;2025-07-22;0;0;;;0.99;0.5;2025-06-25;2025-07-22;0;0;0;0;0;0;0;0S092I01;
693;46;0.49;30.99;0;;;30.99;0;;;30.99;0;;;30.99;0;;;30.99;0;;;38.81;0;;;30.99;0;;;0;0;;;30.99;0;;;30.99;0;;;30.99;0;;;0;0;;;30.99;0;;;0;0;;;30.99;0;;;0;0;;;30.99;0;;;0;0;;;30.06;0;;;0;0;;;30.99;0;;;34.7;0;0;0;0;0;0;0D080B01;
695;19;0.02;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.66;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;8.99;0;;;4.99;0;;;8.99;0;;;4.99;0;;;8.99;0;;;4.99;0;;;8.99;0;;;4.84;0;;;8.72;0;;;4.99;0;;;5.59;0;0;0;0;0;0;0H0D0C01;
701;1;0.14;82.99;0;;;82.99;0;;;82.99;0;;;82.99;0;;;82.99;0;;;94.47;0;;;82.99;0;;;0;0;;;82.99;0;;;82.99;0;;;82.99;0;;;0;0;;;82.99;0;;;0;0;;;82.99;0;;;0;0;;;82.99;0;;;0;0;;;80.5;0;;;0;0;;;82.99;0;;;92.95;0;0;0;0;0;0;0H0A0D01;
708;58;0;2.55;0;;;2.55;0;;;2.55;0;;;2.55;0;;;2.55;0;;;10.22;0;;;2.55;0;;;0;0;;;2.55;0;;;2.55;0;;;2.55;0;;;0;0;;;2.55;0;;;0;0;;;2.55;0;;;0;0;;;2.55;0;;;0;0;;;2.47;0;;;0;0;;;2.55;0;;;2.86;0;0;0;0;0;0;0H090501;
709;22;0.01;14.69;0;;;14.69;0;;;14.69;0;;;14.69;0;;;14.69;0;;;22.36;0;;;14.69;0;;;0;0;;;14.69;0;;;14.69;0;;;14.69;0;;;0;0;;;14.69;0;;;0;0;;;14.69;0;;;0;0;;;14.69;0;;;0;0;;;14.25;0;;;0;0;;;14.69;0;;;16.45;0;0;0;0;0;0;0S020901;
722;50;0.28;14.99;0;;;14.99;0;;;14.99;0;;;14.99;0;;;14.99;0;;;22.81;0;;;14.99;0;;;0;0;;;14.99;0;;;14.99;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.54;0;;;0;0;;;14.99;0;;;16.79;0;0;0;0;0;0;0D081K01;
733;64;0;7.79;0;;;7.79;0;;;7.79;0;;;7.79;0;;;7.79;0;;;15.46;0;;;7.79;0;;;0;0;;;7.79;0;;;7.79;0;;;7.79;0;;;0;0;;;7.79;0;;;0;0;;;7.79;0;;;0;0;;;7.79;0;;;0;0;;;7.56;0;;;0;0;;;7.79;0;;;8.72;0;0;0;0;0;0;0G050701;
740;46;0;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;11.66;0;;;3.99;0;;;0;0;;;3.99;0;;;3.99;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.87;0;;;0;0;;;3.99;0;;;4.46;0;0;0;0;0;0;160A0101;
741;70;0.04;7.99;0;;;7.99;0;;;7.99;0;;;7.99;0;;;7.99;0;;;15.81;0;;;7.99;0;;;0;0;;;7.99;0;;;7.99;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.99;0;;;0;0;;;7.75;0;;;0;0;;;7.99;0;;;8.95;0;0;0;0;0;0;0D020801;
757;7;0.17;33.99;0;;;33.99;0;;;33.99;0;;;33.99;0;;;33.99;0;;;41.81;0;;;33.99;0;;;0;0;;;33.99;0;;;33.99;0;;;33.99;0;;;0;0;;;33.99;0;;;0;0;;;33.99;0;;;0;0;;;33.99;0;;;0;0;;;32.97;0;;;0;0;;;33.99;0;;;40.55;0;0;0;0;0;0;0S093U01;
804;6;0.21;22.99;0;;;22.99;0;;;22.99;0;;;22.99;0;;;22.99;0;;;30.66;0;;;22.99;0;;;0;0;;;22.99;0;;;22.99;0;;;22.99;0;;;0;0;;;22.99;0;;;0;0;;;22.99;0;;;0;0;;;22.99;0;;;0;0;;;22.3;0;;;0;0;;;22.99;0;;;25.75;0;0;0;0;0;0;0H090301;
807;22;0.02;10.99;0;;;10.99;0;;;10.99;0;;;10.99;0;;;10.99;0;;;18.66;0;;;10.99;0;;;0;0;;;10.99;0;;;10.99;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.99;0;;;0;0;;;10.66;0;;;0;0;;;10.99;0;;;12.31;0;0;0;0;0;0;0H040801;
808;9;0.45;5.99;0;;;5.99;0;;;5.99;0;;;5.99;0;;;5.99;0;;;13.66;0;;;5.99;0;;;0;0;;;5.99;0;;;5.99;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.81;0;;;0;0;;;5.99;0;;;6.71;0;0;0;0;0;0;0H040801;
815;27;0.47;25.99;0;;;25.99;0;;;25.99;0;;;25.99;0;;;25.99;0;;;33.66;0;;;25.99;0;;;0;0;;;25.99;0;;;25.99;0;;;25.99;0;;;0;0;;;25.99;0;;;0;0;;;25.99;0;;;0;0;;;25.99;0;;;0;0;;;25.21;0;;;0;0;;;25.99;0;;;29.11;0;0;0;0;0;0;0D080N01;
821;19;0;24.99;0;;;24.99;0;;;24.99;0;;;24.99;0;;;24.99;0;;;32.66;0;;;24.99;0;;;0;0;;;24.99;0;;;24.99;0;;;24.99;0;;;0;0;;;24.99;0;;;0;0;;;24.99;0;;;0;0;;;24.99;0;;;0;0;;;24.24;0;;;0;0;;;24.99;0;;;27.98;0;0;0;0;0;0;0H040B01;
822;13;0;24.99;0;;;24.99;0;;;24.99;0;;;24.99;0;;;24.99;0;;;32.66;0;;;24.99;0;;;0;0;;;24.99;0;;;24.99;0;;;24.99;0;;;0;0;;;24.99;0;;;0;0;;;24.99;0;;;0;0;;;24.99;0;;;0;0;;;24.24;0;;;0;0;;;24.99;0;;;27.98;0;0;0;0;0;0;0H040B01;
825;20;0;19.9;0;;;19.9;0;;;19.9;0;;;19.9;0;;;19.9;0;;;27.57;0;;;19.99;0;;;0;0;;;19.99;0;;;19.99;0;;;19.99;0;;;23.99;0;;;19.99;0;;;23.99;0;;;19.99;0;;;23.99;0;;;19.99;0;;;23.99;0;;;19.39;0;;;23.27;0;;;19.99;0;;;22.28;0;0;0;0;0;0;0S030301;
834;19;0;22.99;0;;;22.99;0;;;22.99;0;;;22.99;0;;;22.99;0;;;30.66;0;;;22.99;0;;;0;0;;;22.99;0;;;22.99;0;;;22.99;0;;;0;0;;;22.99;0;;;0;0;;;22.99;0;;;0;0;;;22.99;0;;;0;0;;;22.3;0;;;0;0;;;22.99;0;;;25.75;0;0;0;0;0;0;0D020101;
837;19;0.82;46.99;0;;;46.99;0;;;46.99;0;;;46.99;0;;;46.99;0;;;55.19;0;;;46.99;0;;;0;0;;;46.99;0;;;46.99;0;;;46.99;0;;;0;0;;;46.99;0;;;0;0;;;46.99;0;;;0;0;;;46.99;0;;;0;0;;;45.58;0;;;0;0;;;46.99;0;;;55.26;0;0;0;0;0;0;0D020601;
850;0;0.2;3.59;0;;;3.59;0;;;3.59;0;;;3.59;0;;;3.59;0;;;11.26;0;;;3.59;0;;;0;0;;;3.59;0;;;3.59;0;;;3.59;0;;;0;0;;;3.59;0;;;0;0;;;3.59;0;;;0;0;;;3.59;0;;;0;0;;;3.48;0;;;0;0;;;3.59;0;;;4.02;0;0;0;0;0;0;0H080Y01;
859;6;0.06;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;59.99;0;;;0;0;;;59.99;0;;;0;0;;;59.99;0;;;59.99;0;;;59.99;0;;;0;0;;;59.99;0;;;0;0;;;59.99;0;;;0;0;;;59.99;0;;;0;0;;;58.19;0;;;0;0;;;59.99;0;;;67.19;0;0;0;0;0;0;0D020401;
862;32;0;11.99;0;;;11.99;0;;;11.99;0;;;11.99;0;;;11.99;0;;;19.66;0;;;11.99;0;;;0;0;;;11.99;0;;;11.99;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.63;0;;;0;0;;;11.99;0;;;13.43;0;0;0;0;0;0;0D020D01;
867;852;0;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;26.29;0;;;16.99;0;;;0;0;;;16.99;0;;;16.99;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.48;0;;;0;0;;;16.99;0;;;19.03;0;0;0;0;0;0;0D0C0201;
886;28;0;6.59;0;;;6.59;0;;;6.59;0;;;6.59;0;;;6.59;0;;;14.26;0;;;6.59;0;;;0;0;;;6.59;0;;;6.59;0;;;6.59;0;;;0;0;;;6.59;0;;;0;0;;;6.59;0;;;0;0;;;6.59;0;;;0;0;;;6.39;0;;;0;0;;;6.59;0;;;7.38;0;0;0;0;0;0;0H070O01;
888;18;0;5.49;0;;;5.49;0;;;5.49;0;;;5.49;0;;;5.49;0;;;13.16;0;;;5.49;0;;;0;0;;;5.49;0;;;5.49;0;;;5.49;0;;;0;0;;;5.49;0;;;0;0;;;5.49;0;;;0;0;;;5.49;0;;;0;0;;;5.33;0;;;0;0;;;5.49;0;;;6.14;0;0;0;0;0;0;0S060G01;
911;18;0;17.95;0;;;17.95;0;;;17.95;0;;;17.95;0;;;17.95;0;;;25.62;0;;;17.95;0;;;0;0;;;17.95;0;;;17.95;0;;;17.95;0;;;0;0;;;17.95;0;;;0;0;;;17.95;0;;;0;0;;;17.95;0;;;0;0;;;17.41;0;;;0;0;;;17.95;0;;;20.1;0;0;0;0;0;0;0D080L01;
946;29;0;28.75;0;;;28.75;0;;;28.75;0;;;28.75;0;;;28.75;0;;;36.42;0;;;28.75;0;;;0;0;;;28.75;0;;;28.75;0;;;28.75;0;;;0;0;;;28.75;0;;;0;0;;;28.75;0;;;0;0;;;28.75;0;;;0;0;;;27.89;0;;;0;0;;;28.75;0;;;32.2;0;0;0;0;0;0;0H0I1201;
953;15;0;47.99;0;;;47.99;0;;;47.99;0;;;47.99;0;;;47.99;0;;;57.29;0;;;47.99;0;;;0;0;;;47.99;0;;;47.99;0;;;47.99;0;;;0;0;;;47.99;0;;;0;0;;;47.99;0;;;0;0;;;47.99;0;;;0;0;;;46.55;0;;;0;0;;;47.99;0;;;53.75;0;0;0;0;0;0;0S081I01;
954;44;0.59;12.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;12.99;0;;;20.66;0;;;12.99;0;;;0;0;;;12.99;0;;;12.99;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.99;0;;;0;0;;;12.6;0;;;0;0;;;12.99;0;;;14.54;0;0;0;0;0;0;0H0I2601;
957;16;0;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;16.99;0;;;24.66;0;;;16.99;0;;;0;0;;;16.99;0;;;16.99;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.99;0;;;0;0;;;16.48;0;;;0;0;;;16.99;0;;;19.03;0;0;0;0;0;0;0H0I2601;
958;11;0.59;23.99;0;;;23.99;0;;;23.99;0;;;23.99;0;;;23.99;0;;;32.19;0;;;23.99;0;;;0;0;;;23.99;0;;;23.99;0;;;23.99;0;;;30.99;0;;;23.99;0;;;30.99;0;;;23.99;0;;;30.99;0;;;23.99;0;;;30.99;0;;;23.27;0;;;30.06;0;;;23.99;0;;;26.87;0;0;0;0;0;0;0H0I2601;
976;4;0.01;13.99;0;;;13.99;0;;;13.99;0;;;13.99;0;;;13.99;0;;;21.81;0;;;13.99;0;;;0;0;;;13.99;0;;;13.99;0;;;13.99;0;;;18.99;0;;;13.99;0;;;18.99;0;;;13.99;0;;;18.99;0;;;13.99;0;;;18.99;0;;;13.57;0;;;18.42;0;;;13.99;0;;;15.67;0;0;0;0;0;0;0D020A01;
984;35;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.66;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;16040601;
986;30;0.04;5.59;0;;;5.59;0;;;5.59;0;;;5.59;0;;;5.59;0;;;13.26;0;;;5.59;0;;;0;0;;;5.59;0;;;5.59;0;;;5.59;0;;;0;0;;;5.59;0;;;0;0;;;5.59;0;;;0;0;;;5.59;0;;;0;0;;;5.42;0;;;0;0;;;5.59;0;;;6.26;0;0;0;0;0;0;0S060201;
988;20;0.82;84.99;0;;;84.99;0;;;84.99;0;;;84.99;0;;;84.99;0;;;94.29;0;;;84.99;0;;;0;0;;;84.99;0;;;84.99;0;;;84.99;0;;;0;0;;;84.99;0;;;0;0;;;84.99;0;;;0;0;;;84.99;0;;;0;0;;;82.44;0;;;0;0;;;84.99;0;;;95.18;0;0;0;0;0;0;0D020601;
992;50;0;4.65;0;;;4.65;0;;;4.65;0;;;4.65;0;;;4.65;0;;;12.32;0;;;4.65;0;;;0;0;;;4.65;0;;;4.65;0;;;4.65;0;;;0;0;;;4.65;0;;;0;0;;;4.65;0;;;0;0;;;4.65;0;;;0;0;;;4.51;0;;;0;0;;;4.65;0;;;5.21;0;0;0;0;0;0;0S060C01;
993;25;0;11.99;0;;;11.99;0;;;11.99;0;;;11.99;0;;;11.99;0;;;19.81;0;;;11.99;0;;;0;0;;;11.99;0;;;11.99;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.99;0;;;0;0;;;11.63;0;;;0;0;;;11.99;0;;;14.54;0;0;0;0;0;0;0S060Z01;
995;61;0;5.99;0;;;5.99;0;;;5.99;0;;;5.99;0;;;5.99;0;;;13.81;0;;;5.99;0;;;0;0;;;5.99;0;;;5.99;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.81;0;;;0;0;;;5.99;0;;;6.71;0;0;0;0;0;0;1F0C0E01;
996;21;0;36.99;0;;;36.99;0;;;36.99;0;;;36.99;0;;;36.99;0;;;45.19;0;;;36.99;0;;;0;0;;;36.99;0;;;36.99;0;;;36.99;0;;;0;0;;;36.99;0;;;0;0;;;36.99;0;;;0;0;;;36.99;0;;;0;0;;;35.88;0;;;0;0;;;36.99;0;;;41.42;0;0;0;0;0;0;0D070S01;
1002;0;0;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;11.66;0;;;3.99;0;;;0;0;;;3.99;0;;;3.99;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.99;0;;;0;0;;;3.87;0;;;0;0;;;3.99;0;;;4.47;0;0;0;0;0;0;;
1005;0;0;5.99;0;;;5.99;0;;;5.99;0;;;5.99;0;;;5.99;0;;;13.81;0;;;5.99;0;;;0;0;;;5.99;0;;;5.99;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.99;0;;;0;0;;;5.81;0;;;0;0;;;5.99;0;;;0;0;0;0;0;0;0;010G0501;
1008;7;0.5;169.9;0;;;169.9;0;;;169.9;0;;;169.9;0;;;169.9;0;;;183.12;0;;;169.9;0;;;0;0;;;169.9;0;;;169.9;0;;;169.9;0;;;0;0;;;169.9;0;;;0;0;;;169.9;0;;;0;0;;;169.9;0;;;0;0;;;164.8;0;;;0;0;;;169.9;0;;;198.85;0;0;0;0;0;0;0H030E01;
1015;31;0.32;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.66;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;0D080D01;
1066;17;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
1067;13;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
1068;15;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
1069;9;0;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;32.99;0;;;40.66;0;;;32.99;0;;;0;0;;;32.99;0;;;32.99;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32.99;0;;;0;0;;;32;0;;;0;0;;;32.99;0;;;36.95;0;0;0;0;0;0;0H090601;
